id,name,address,comment,created_at,latitude,longitude,sentiment
20,American Express Fitness Center,"200 Vesey St, New York, NY 10285",always start day . great gym great staff .,2013-04-04 11:59:11,40.711974,-74.016237,1
21,Battery Park Volleyball Court,"New York, NY 10280",public : late spring early fall .,2018-06-13 13:37:03,40.711974,-74.016237,0
22,Battery Park Volleyball Court,"New York, NY 10280",best free place play . cool breeze nice people,2014-08-07 06:36:10,40.711974,-74.016237,1
23,Battery Park Volleyball Court,"New York, NY 10280",possibly picturesque,2011-09-30 02:49:57,40.711974,-74.016237,1
24,225 Rector Place Gym and Studio,"225 Rector Pl (South End Ave), New York, NY 10280",grab snack workout fruitstand @ south end avenue 0.1 mile away .,2014-07-25 14:39:53,40.711974,-74.016237,0
25,The Pool,"380 Rector Pl, New York, NY 10280","scram , member . trying go viral awful outdoor pool .",2013-07-27 19:43:19,40.711974,-74.016237,-1
26,The Terrace Club,"380 Rector Pl, New York, NY 10280","great view hudson working . equipment fine , great , job . pool semi-retractable roof nice summer afternoon . lifeguard duty",2010-03-15 02:04:28,40.711974,-74.016237,1
27,The Gym At Soundings,"280 Rector Pl (at South End Ave.), New York, NY 10280",head vivi bubble tea 're done working . 's great way reward effort !,2014-07-25 14:33:21,40.711974,-74.016237,1
28,Cove Club Gym,"2 S End Ave, New York, NY 10280","'re done workout , go try green juice zhi 's smoothie juice stand .",2014-07-25 14:28:59,40.711974,-74.016237,0
29,Liberty Luxe Gym,"200 N End Ave, New York, NY 10282",sure eat something workout . deserve ! recommend le pain quotidien authentic belgian food .,2014-07-25 14:53:55,40.711974,-74.016237,1
30,Liberty Luxe Gym,"200 N End Ave, New York, NY 10282","luxury city living great floor plan , river view marvel & amenity make new york envious reason make liberty luxe home . call ( 212 ) 945-4200 info .",2010-07-12 17:07:48,40.711974,-74.016237,1
31,Yoga,"20 River Ter (Murray St), New York, NY 10282",hungry yoga ? essbar juicing perfect remedy . recommend dark chocolate banana tofu smoothie .,2014-07-25 14:56:51,40.711974,-74.016237,1
32,Liberty Green Gym,"300 N End Ave (Warren Street), New York, NY 10282",great facility modern equipment,2014-10-04 12:51:45,40.711974,-74.016237,1
33,Liberty Green Gym,"300 N End Ave (Warren Street), New York, NY 10282","great building gym , though tv could use espn .",2014-08-17 14:24:22,40.711974,-74.016237,1
34,Tribeca Green Gym,"N END Ave (Warren), New York, NY 10282",workout make sure load protein north end grill .,2014-07-25 14:54:51,40.711974,-74.016237,1
35,Millennium Tower Gym,"30 West St (Second Place), New York, NY 10004","'re looking go jog fresh air , head esplanade great workout .",2014-07-25 14:34:39,40.711974,-74.016237,1
36,Millennium Tower Gym,"30 West St (Second Place), New York, NY 10004",beware ! heater full blast today ,2011-09-27 15:50:29,40.711974,-74.016237,0
37,Millennium Tower Gym,"30 West St (Second Place), New York, NY 10004",bring spray bottle . get hot !,2011-07-23 17:59:10,40.711974,-74.016237,0
38,Battery Park City Esplanade,"Battery Park City (From Chambers St to Battery Park), New York, NY 10280","stunning sunset & waterfront view ! scenic view statue liberty & elli island , .",2020-07-28 03:36:07,40.711974,-74.016237,1
39,Battery Park City Esplanade,"Battery Park City (From Chambers St to Battery Park), New York, NY 10280","see hudson river , statue liberty , elli & liberty island distance.hear sound esplanade . wear comfy sneaker , take walk snap photo . experience southern manhattan !",2019-12-28 11:56:26,40.711974,-74.016237,1
40,Battery Park City Esplanade,"Battery Park City (From Chambers St to Battery Park), New York, NY 10280",great view ! perfect sunny day,2019-06-16 17:27:16,40.711974,-74.016237,1
41,Battery Park City Esplanade,"Battery Park City (From Chambers St to Battery Park), New York, NY 10280",esta hermosa la vista,2019-05-13 03:37:25,40.711974,-74.016237,0
42,Battery Park City Esplanade,"Battery Park City (From Chambers St to Battery Park), New York, NY 10280",never get enough !,2018-09-16 17:33:45,40.711974,-74.016237,0
43,Pumphouse Park,"Liberty St (Liberty Street), New York, NY 10280",pretty season ! great view water sunset .,2015-11-08 23:56:46,40.711974,-74.016237,1
44,Pumphouse Park,"Liberty St (Liberty Street), New York, NY 10280","dog allowed , shitloads baby kid .",2012-07-09 00:42:29,40.711974,-74.016237,0
45,River Terrace Playground,"River Terrace, New York, NY 10282",slide age !,2015-12-07 14:56:54,40.711974,-74.016237,0
46,iPark - 211 North END Avenue Parking,"211 N End Ave (Warren St), New York, NY 10282","best dog run neighborhood . get cleaned daily , tree lined nice coverage sun long allow runner space move .",2022-04-03 18:05:06,40.711974,-74.016237,1
47,iPark - 211 North END Avenue Parking,"211 N End Ave (Warren St), New York, NY 10282",great shaded run ( finished concrete ) water feature help pup cool hot day .,2018-06-01 22:47:26,40.711974,-74.016237,1
48,iPark - 211 North END Avenue Parking,"211 N End Ave (Warren St), New York, NY 10282",great space people n't watch dog closely enough . pick dog poop splash water pee !,2017-09-15 15:32:33,40.711974,-74.016237,1
49,iPark - 211 North END Avenue Parking,"211 N End Ave (Warren St), New York, NY 10282",really nice dog park well maintained ! dirt mud . dog loved .,2017-05-28 21:37:30,40.711974,-74.016237,1
50,iPark - 211 North END Avenue Parking,"211 N End Ave (Warren St), New York, NY 10282",awesome spot take dog exercise .,2016-01-19 01:39:48,40.711974,-74.016237,1
51,Nelson A. Rockefeller Park,"River Ter (btwn Chambers St & Vesey Pl), New York, NY 10282",midsummer 🇸🇪 pontus +,2024-06-22 01:22:22,40.711974,-74.016237,0
52,Nelson A. Rockefeller Park,"River Ter (btwn Chambers St & Vesey Pl), New York, NY 10282",feasting eye panoramic vista !,2024-05-30 14:31:35,40.711974,-74.016237,0
53,Nelson A. Rockefeller Park,"River Ter (btwn Chambers St & Vesey Pl), New York, NY 10282",swedish solstice fest,2023-06-23 21:30:27,40.711974,-74.016237,0
54,Nelson A. Rockefeller Park,"River Ter (btwn Chambers St & Vesey Pl), New York, NY 10282",gorgeous walk along river .,2019-08-24 16:04:49,40.711974,-74.016237,1
55,Nelson A. Rockefeller Park,"River Ter (btwn Chambers St & Vesey Pl), New York, NY 10282",amazing view hudson !,2019-03-24 20:28:44,40.711974,-74.016237,1
56,Teardrop Park,"Warren St (btwn River Terrace & North End Ave), New York, NY 10282",ridiculously charming park . 's fairly small many angle elevation change give lot nook cranny explore experience outdoor variety .,2018-09-05 19:59:30,40.711974,-74.016237,1
57,Teardrop Park,"Warren St (btwn River Terrace & North End Ave), New York, NY 10282",sweet hidden slide miss . way hudson ? zip first .,2017-09-02 17:35:59,40.711974,-74.016237,1
58,Teardrop Park,"Warren St (btwn River Terrace & North End Ave), New York, NY 10282",sweet hidden slide ca n't miss .,2017-09-02 17:35:20,40.711974,-74.016237,1
59,Teardrop Park,"Warren St (btwn River Terrace & North End Ave), New York, NY 10282",love going child night ... 😍😍😍 romantic !,2017-04-24 21:18:29,40.711974,-74.016237,1
60,Teardrop Park,"Warren St (btwn River Terrace & North End Ave), New York, NY 10282",hidden quite area !,2016-09-11 16:53:13,40.711974,-74.016237,0
61,Liberty Community Gardens,"W Thames St, New York, NY 10280",looking snack day sun ? try red velvet cupcake connecticut muffin !,2014-07-25 15:11:47,40.711974,-74.016237,0
62,Liberty Community Gardens,"W Thames St, New York, NY 10280","beautiful day , especially night romantic , love peaceful setting",2013-07-28 12:04:36,40.711974,-74.016237,1
63,Liberty Community Gardens,"W Thames St, New York, NY 10280","say 's quiet , say 's calm = ) great neighborhood , clean & great view close by- like statue liberty .",2011-12-18 02:59:23,40.711974,-74.016237,1
64,Battery Park City Playground,"1 River Ter (Murray), New York, NY 10282",certain age running pavement much wear tear . hence running along grassy perimeter field great solution .,2014-08-27 01:01:20,40.711974,-74.016237,1
65,Battery Park City Playground,"1 River Ter (Murray), New York, NY 10282",stay open till late,2014-08-21 00:06:27,40.711974,-74.016237,0
66,Battery Park City Playground,"1 River Ter (Murray), New York, NY 10282",sure get hot playing . treat kid ice cream itizy ice cream 0.3 mile away .,2014-07-25 15:09:30,40.711974,-74.016237,1
67,Battery Park City Playground,"1 River Ter (Murray), New York, NY 10282",love working area seeing kid play,2013-06-22 15:25:27,40.711974,-74.016237,1
68,Battery Park City Playground,"1 River Ter (Murray), New York, NY 10282","known “ battery park ” b-ball community , court frequented 2x nba mvp steve nash.weekend half-court pick-up game go morning late afternoon . legend : steve nash , jack ryan",2012-02-17 17:56:07,40.711974,-74.016237,0
69,Battery Park Dog Run,"W Thames St (at West St.), New York, NY 10280",stink . n't dog walk every day .,2015-09-07 18:37:41,40.711974,-74.016237,-1
70,Battery Park Dog Run,"W Thames St (at West St.), New York, NY 10280",name olaf like warm hug,2014-04-23 13:35:48,40.711974,-74.016237,1
71,Battery Park Dog Run,"W Thames St (at West St.), New York, NY 10280",clean dog,2013-08-08 04:05:17,40.711974,-74.016237,1
72,Battery Park Dog Run,"W Thames St (at West St.), New York, NY 10280","southern one , rector largest ( seperate smaller one inside ) , great bunch dog . one world fin c asphalt pool , suck otherwise ( smaller )",2012-07-05 17:42:49,40.711974,-74.016237,1
73,Battery Park Dog Run,"W Thames St (at West St.), New York, NY 10280",ruff . ruff !,2012-06-08 23:09:17,40.711974,-74.016237,0
74,Hudson River Promenade,"Hudson River Greenway, New York, New York, NY 10280",nice park nice view !,2016-03-18 12:12:28,40.711974,-74.016237,1
75,Hudson River Promenade,"Hudson River Greenway, New York, New York, NY 10280",cold👍☕🌟❄❄❄❄❄❄❄🌊,2013-11-10 14:37:06,40.711974,-74.016237,0
76,Hudson River Promenade,"Hudson River Greenway, New York, New York, NY 10280",great sunset . run anytime .,2012-06-25 00:48:29,40.711974,-74.016237,1
77,Hudson River Promenade,"Hudson River Greenway, New York, New York, NY 10280",life !,2012-06-21 01:02:17,40.711974,-74.016237,0
78,North Meadow,"Battery Park City, New York, NY 10282",beware white green puffed cheetos looking thing . 're goose poop !,2023-01-17 17:56:00,40.711974,-74.016237,0
79,North Meadow,"Battery Park City, New York, NY 10282","sunbathing , yoga",2015-09-30 23:04:29,40.711974,-74.016237,0
80,North Meadow,"Battery Park City, New York, NY 10282","great little green space heart tribeca . bring football , frisbee , baseball glove blanket enjoy cool breeze hudson",2015-05-24 11:42:21,40.711974,-74.016237,1
81,Duck Pond WFC,"New York, NY 10282",peaceful oasis next ferry station,2013-08-20 22:05:18,40.711974,-74.016237,1
82,"Robert F. Wagner, Jr Park","20 Battery Pl (btw 1st Pl & Little West St), New York, NY 10004",visual muito bom ! perto trade center e pra pegar ferryboalt pra estátua da liberdade !,2017-11-13 21:05:31,40.711974,-74.016237,0
83,"Robert F. Wagner, Jr Park","20 Battery Pl (btw 1st Pl & Little West St), New York, NY 10004","great view , live music relaxing",2015-08-24 15:58:48,40.711974,-74.016237,1
84,"Robert F. Wagner, Jr Park","20 Battery Pl (btw 1st Pl & Little West St), New York, NY 10004","definitely attracts tourist , breeze open air sunshine perfect laying taking break .",2015-08-09 16:09:51,40.711974,-74.016237,1
85,"Robert F. Wagner, Jr Park","20 Battery Pl (btw 1st Pl & Little West St), New York, NY 10004",swedish midsummer festival,2015-06-19 23:32:27,40.711974,-74.016237,1
86,"Robert F. Wagner, Jr Park","20 Battery Pl (btw 1st Pl & Little West St), New York, NY 10004",'s additional seating atop red brick structure . uncrowded good place relax book type away laptop .,2015-05-14 17:25:37,40.711974,-74.016237,1
87,Rector Park,"333 Rector Pl (at South End Ave), New York, NY 10280",park area nestled residence building quiet peaceful . n't lot car people pas depending time day come,2014-08-05 04:24:33,40.711974,-74.016237,1
88,Rector Park,"333 Rector Pl (at South End Ave), New York, NY 10280","peaceful place . instead lunch front computer eat pleasant . close wall broad street , enough bench sit , relaxing view , many tourist around .",2014-05-14 18:12:06,40.711974,-74.016237,1
89,Rector Park,"333 Rector Pl (at South End Ave), New York, NY 10280","small park ’ twin garden make rector park quiet place enjoy book lunch friend , though “ active recreation ” discouraged .",2014-04-21 20:25:59,40.711974,-74.016237,1
90,Rector Park,"333 Rector Pl (at South End Ave), New York, NY 10280",enjoy canopy blooming white treetop spring .,2012-04-03 20:46:10,40.711974,-74.016237,1
91,Rector Park,"333 Rector Pl (at South End Ave), New York, NY 10280",best lunchtime escape financial district nice day .,2011-08-30 21:15:15,40.711974,-74.016237,1
92,Sirius Dog Run,"385 S End Ave (Liberty Street), New York, NY 10280",great friendly dog park cleaner local park area .,2019-09-22 17:02:56,40.711974,-74.016237,1
93,Sirius Dog Run,"385 S End Ave (Liberty Street), New York, NY 10280",love taking dog spring summer . met lot friend ! run clean well maintained .,2016-01-12 14:42:51,40.711974,-74.016237,1
94,Sirius Dog Run,"385 S End Ave (Liberty Street), New York, NY 10280",'s wonderful pool view incredible,2015-07-31 01:11:15,40.711974,-74.016237,1
95,Sirius Dog Run,"385 S End Ave (Liberty Street), New York, NY 10280","looking dog walker neighborhood ? connect neighbor tenantking.com , building 's private network .",2014-07-25 15:12:58,40.711974,-74.016237,0
96,Sirius Dog Run,"385 S End Ave (Liberty Street), New York, NY 10280",quiet plaza feature dog run small playground toddler .,2014-04-21 20:25:11,40.711974,-74.016237,0
97,West Thames Park,"203 West St (btwn Albany & W Thames St), New York, NY 10280",hidden gem kid park . basketball court . plenty jungle gym-ing sprinkler water . make sure kid wear crocs bathing suit !,2014-09-02 19:46:19,40.711974,-74.016237,1
98,Great Slide,"Murray St (btwn River Terrace & North End Ave), New York, NY 10282",mean . slide pretty epic . make excuse need try ensure ’ “ safe ” kid take turn .,2017-10-08 11:50:41,40.711974,-74.016237,1
99,Great Slide,"Murray St (btwn River Terrace & North End Ave), New York, NY 10282",awesome place chill friend large slide cool lot speed also plunge sand also 's fun water park : ),2015-01-25 17:55:05,40.711974,-74.016237,1
100,Great Slide,"Murray St (btwn River Terrace & North End Ave), New York, NY 10282",super fun summer water park make slide make u go faster snow slide slip climb get slide fun,2015-01-25 03:17:26,40.711974,-74.016237,1
101,Great Slide,"Murray St (btwn River Terrace & North End Ave), New York, NY 10282",perfect stop way north meadow . hidden gem battery park . give kid least 30 min fun .,2013-10-26 17:45:47,40.711974,-74.016237,1
102,West Thames Playground,"West Thames Street (West Street), New York, NY 10280",great place let kid blow steam wandering around ny city .,2015-09-17 15:03:12,40.711974,-74.016237,1
103,West Thames Playground,"West Thames Street (West Street), New York, NY 10280",place missing swing . otherwise 's great !,2014-08-27 16:45:47,40.711974,-74.016237,1
104,Piece Of The Berlin Wall,"Liberty St (South End Ave.), New York, NY 10080",nyc five piece berlin wall public display . exact location listed :,2018-08-29 23:03:00,40.711974,-74.016237,0
105,Kowsky Plaza Playground,"385 S End Ave, New York, NY 10280",great tiny playground incredible view . perfect toddler .,2020-02-09 00:24:02,40.711974,-74.016237,1
106,WFC Courtyard,"3 World Financial Ctr, New York, NY 10281",outside courtyard great ! get early want seat lunch !,2011-09-14 13:16:16,40.711974,-74.016237,1
107,Gateway Plaza Roof Garden,"389 S End Ave (Liberty), New York, NY 10280",bring food bbq .,2013-06-11 00:37:57,40.711974,-74.016237,0
108,Gateway Plaza Roof Garden,"389 S End Ave (Liberty), New York, NY 10280",well place doesnt stink dog urine !,2012-07-20 18:22:25,40.711974,-74.016237,1
109,New York Water Taxi - World Financial Center,"199 Vessey Street, New York, NY 10281",new york water taxi proud offer rush-hour commuter service pier 84 world financial center .,2014-06-25 20:09:04,40.711974,-74.016237,1
110,Irish Hunger Memorial,"290 Vesey St, New York, NY 10282",check garden upstairs .,2022-10-10 14:47:20,40.711974,-74.016237,0
111,Irish Hunger Memorial,"290 Vesey St, New York, NY 10282","beautiful memorial dedicated great irish hunger . design breathtaking , flower , stone soil imported ireland .",2021-06-27 18:12:16,40.711974,-74.016237,1
112,Irish Hunger Memorial,"290 Vesey St, New York, NY 10282",nicely done unique memorial nice view top . welcome respite part town .,2020-02-09 00:30:47,40.711974,-74.016237,1
113,Irish Hunger Memorial,"290 Vesey St, New York, NY 10282",absolutely stunning . like transported another place .,2018-06-04 11:19:16,40.711974,-74.016237,1
114,Irish Hunger Memorial,"290 Vesey St, New York, NY 10282",easy walk past . visit ’ open .,2018-03-23 09:07:49,40.711974,-74.016237,1
115,No Active Recreation Bench,"Murray Street (North End Avenue), New York, NY 10007",n't make mistake . attempted skip taken battery park po . remember kid : active recreation .,2013-03-01 23:33:27,40.711974,-74.016237,0
116,No Active Recreation Bench,"Murray Street (North End Avenue), New York, NY 10007",smoke cigarette lounging . active recreation .,2012-02-04 05:42:23,40.711974,-74.016237,1
117,"North Meadow, Battery Park City Parks","New York, NY 10007",beautiful view pool table !,2013-06-17 23:50:35,40.711974,-74.016237,1
118,"North Meadow, Battery Park City Parks","New York, NY 10007",much larger open area park ; water breeze good hot day .,2011-07-17 23:49:04,40.711974,-74.016237,1
119,American Merchant Marines Memorial,"Battery Park, Manhattan, Nueva York, New York, NY 10004",great background photo,2013-10-26 03:41:34,40.711974,-74.016237,1
120,American Merchant Marines Memorial,"Battery Park, Manhattan, Nueva York, New York, NY 10004","moving , often overlooked ( rush line staten island ferry `` ground zero '' ) memorial nyc -- best viewed , due brilliantly placed installation , near high tide .",2013-05-01 16:43:19,40.711974,-74.016237,1
121,American Merchant Marines Memorial,"Battery Park, Manhattan, Nueva York, New York, NY 10004",invite take moment contemplation people 've made ultimate sacrifice tending commerce sea .,2012-04-06 10:36:14,40.711974,-74.016237,1
122,River Terrace & Warren Street,"212 Warren St, New York, NY 10282","live battery park city area , check tenantking.com ! 're private network building . tenantking.com",2014-07-25 15:06:57,40.711974,-74.016237,0
123,River Terrace & Warren Street,"212 Warren St, New York, NY 10282",battery parkstuy h,2011-09-15 01:10:20,40.711974,-74.016237,0
124,PS 89 Playground,"New York, NY 10007","basketball court big small , space run , playground . 's good .",2012-04-14 20:05:26,40.711974,-74.016237,1
125,Tribeca Bridge,"Chambers St (at West St), New York, NY 10013",pretty empty usually,2012-04-14 20:32:28,40.711974,-74.016237,1
126,Tribeca Bridge,"Chambers St (at West St), New York, NY 10013",great view wtc,2011-08-22 19:10:17,40.711974,-74.016237,1
127,The Real World,"Rockefeller Park, New York, NY 10282",sculpture garden tom otterness .,2014-06-22 22:21:27,40.711974,-74.016237,0
128,Sant Ambroeus Brookfield,"200 Vesey St (West St), New York, NY 10281","start tuna tartare , tonnarelli cacio e pepe . service good .",2021-09-20 00:47:47,40.711974,-74.016237,1
129,Dig,"225 Liberty St (at Hudson Eats), New York, NY 10281",standard lunch come $ 12 . use chase pay levelup rack reward . food taste clean .,2019-06-28 16:49:36,40.711974,-74.016237,1
130,Dig,"225 Liberty St (at Hudson Eats), New York, NY 10281","roasted wild alaskan salmon , classic brown rice , mac & cheese roasted sweet potato made full delighted",2019-04-08 17:02:22,40.711974,-74.016237,1
131,Dig,"225 Liberty St (at Hudson Eats), New York, NY 10281","bad service , salty food consistent",2018-09-11 21:39:16,40.711974,-74.016237,-1
132,Dig,"225 Liberty St (at Hudson Eats), New York, NY 10281","line lunch move quickly others hudson eats , 's still much faster order ahead levelup app . fave side mac n cheese & cashew kale caesar salad .",2018-06-19 17:29:29,40.711974,-74.016237,1
133,Dig,"225 Liberty St (at Hudson Eats), New York, NY 10281",quick healthy food,2018-06-14 00:57:42,40.711974,-74.016237,1
134,Shake Shack,"215 Murray St (btwn West St & North End Ave), New York, NY 10282","staff kind place much calmer fulton one . fry still miss , everything else great .",2020-02-29 13:09:00,40.711974,-74.016237,1
135,Shake Shack,"215 Murray St (btwn West St & North End Ave), New York, NY 10282",great kid sometimes wine ? ! ? ? packed around movie time .,2020-02-09 00:18:29,40.711974,-74.016237,1
136,Shake Shack,"215 Murray St (btwn West St & North End Ave), New York, NY 10282",la hamburguesas son ricas la papa también,2019-10-05 23:20:08,40.711974,-74.016237,0
137,Shake Shack,"215 Murray St (btwn West St & North End Ave), New York, NY 10282",amazing place ’ quite line ’ worth,2019-08-20 00:56:04,40.711974,-74.016237,1
138,Shake Shack,"215 Murray St (btwn West St & North End Ave), New York, NY 10282","simple guilty pleasure . ’ never eat every day , save time compared burger joint , shake shack actually ok .",2019-03-13 05:34:47,40.711974,-74.016237,1
139,Liberty Bistro,"225 Liberty St, New York, NY 10281","great location , summer outside table",2022-04-11 11:49:55,40.711974,-74.016237,1
140,Parm,"250 Vesey St (West St), New York, NY 10080","food pretty bad . salty , generic . ’ like mcdonalds italian food . music ok though .",2020-02-04 22:51:59,40.711974,-74.016237,1
141,Parm,"250 Vesey St (West St), New York, NY 10080",good location new york harbor nice casual atmosphere ! meatball amazing !,2019-12-02 18:35:03,40.711974,-74.016237,1
142,Parm,"250 Vesey St (West St), New York, NY 10080",great restaurant overall ! ! arugula salad awesome ! !,2019-07-26 16:48:23,40.711974,-74.016237,1
143,Parm,"250 Vesey St (West St), New York, NY 10080",bad experience . meatball served raw ( cold ) middle every aspect service rude slow,2019-03-19 15:17:55,40.711974,-74.016237,-1
144,Parm,"250 Vesey St (West St), New York, NY 10080",good casual food - try ozersky,2019-03-16 21:31:55,40.711974,-74.016237,1
145,El Vez,"259 Vesey St (North End Avenue), New York, NY 10282",shrimp cocktail red bell pepper margarita must ! ! !,2024-01-23 06:39:10,40.711974,-74.016237,0
146,El Vez,"259 Vesey St (North End Avenue), New York, NY 10282","mole , nacho , blood orange margarita",2023-04-14 00:54:16,40.711974,-74.016237,0
147,El Vez,"259 Vesey St (North End Avenue), New York, NY 10282",reliable mexican fare fun vibrant environment . prickly pear margarita ftw . enjoy !,2022-04-13 02:57:05,40.711974,-74.016237,1
148,El Vez,"259 Vesey St (North End Avenue), New York, NY 10282",go quite often tried lot menu . chicken taco mission burrito best . plantain also must .,2021-10-02 18:13:35,40.711974,-74.016237,1
149,El Vez,"259 Vesey St (North End Avenue), New York, NY 10282","place empty ( sad ) even , service could better . waiter would disappear long time . nacho ok. drink good .",2021-05-29 16:46:56,40.711974,-74.016237,1
150,NAYA - Brookfield Place,"225 Liberty St, New York, NY 10281","white rice beef shawarma pickle , hummus , yogurt cucumber .",2023-05-11 02:08:05,40.711974,-74.016237,0
151,Blue Ribbon Sushi Bar at Hudson Eats,"225 Liberty St, New York, NY 10281",fresh fast !,2019-07-16 00:17:11,40.711974,-74.016237,1
152,Blue Ribbon Sushi Bar at Hudson Eats,"225 Liberty St, New York, NY 10281",excellent sushi deluxe,2019-06-10 19:36:59,40.711974,-74.016237,1
153,Blue Ribbon Sushi Bar at Hudson Eats,"225 Liberty St, New York, NY 10281",beautiful sushi bar food court . see beautiful hudson river yacht,2019-05-17 16:33:47,40.711974,-74.016237,1
154,Blue Ribbon Sushi Bar at Hudson Eats,"225 Liberty St, New York, NY 10281",decent hh beer $ 5 roll cone ... real sushi roll,2018-11-24 04:48:50,40.711974,-74.016237,0
155,Blue Ribbon Sushi Bar at Hudson Eats,"225 Liberty St, New York, NY 10281",2 1 asahi super dry happy hour,2018-08-10 18:45:51,40.711974,-74.016237,1
156,Inatteso Cafe Casano,"38 West St (Battery Park City), New York, NY 10004",great pizza pasta . best pizza town . great service atmosphere .,2018-05-07 19:12:59,40.711974,-74.016237,1
157,Inatteso Cafe Casano,"38 West St (Battery Park City), New York, NY 10004","n't know 's mini cupcake , 're perfect compliment coffee .",2016-12-27 14:09:03,40.711974,-74.016237,1
158,Inatteso Cafe Casano,"38 West St (Battery Park City), New York, NY 10004","loved eating nutella mascarpone crepe breakfast , good strong iced coffee .",2016-06-12 15:32:44,40.711974,-74.016237,1
159,Inatteso Cafe Casano,"38 West St (Battery Park City), New York, NY 10004","place great 's way , lack tourist authentic french cafe vibe . strong coffee , delicious food .",2016-06-11 15:01:58,40.711974,-74.016237,1
160,Inatteso Cafe Casano,"38 West St (Battery Park City), New York, NY 10004","great breakfast sandwich , barista skill low . n't know make cortado , one served 😞",2015-10-14 13:09:03,40.711974,-74.016237,1
161,Inatteso Pizzabar Casano,"28 West St (Battery Park City), New York, NY 10004",atmosphere food superb . fast polite . best neapolitan margarita .,2018-09-03 13:51:11,40.711974,-74.016237,1
162,Inatteso Pizzabar Casano,"28 West St (Battery Park City), New York, NY 10004","pizza pasta , entree cocktail",2018-01-29 16:56:49,40.711974,-74.016237,0
163,Inatteso Pizzabar Casano,"28 West St (Battery Park City), New York, NY 10004",pizza great ! could enjoyed bit a/c n't blowing cold air straight table .,2017-06-28 02:00:30,40.711974,-74.016237,1
164,Inatteso Pizzabar Casano,"28 West St (Battery Park City), New York, NY 10004",try lasagna .,2016-11-18 14:39:55,40.711974,-74.016237,0
165,Inatteso Pizzabar Casano,"28 West St (Battery Park City), New York, NY 10004",awesome pizza . highly recommended .,2016-09-03 15:35:50,40.711974,-74.016237,1
