id,name,address,comment,created_at,latitude,longitude,sentiment
23,Battery Park Volleyball Court,"New York, NY 10280",Possibly the most picturesque,2011-09-30 02:49:57,40.711974,-74.016237,1
24,225 Rector Place Gym and Studio,"225 Rector Pl (South End Ave), New York, NY 10280",Grab a snack after your workout from the Fruitstand @ South End Avenue only 0.1 mile away.,2014-07-25 14:39:53,40.711974,-74.016237,0
25,The Pool,"380 Rector Pl, New York, NY 10280","Scram, members only. Not trying to go viral with this awful outdoor pool.",2013-07-27 19:43:19,40.711974,-74.016237,-1
26,The Terrace Club,"380 Rector Pl, New York, NY 10280","Great view of the Hudson while working out.  Equipment is fine, not great, but does the job.  Pool has semi-retractable roof for a nice summer afternoon.  Lifeguard on duty",2010-03-15 02:04:28,40.711974,-74.016237,1
27,The Gym At Soundings,"280 Rector Pl (at South End Ave.), New York, NY 10280",Head over to Vivi Bubble Tea once you're done working out. It's a great way to reward yourself for your effort!,2014-07-25 14:33:21,40.711974,-74.016237,1
28,Cove Club Gym,"2 S End Ave, New York, NY 10280","Once you're done with your workout, you should go try out a Green Juice at Zhi's Smoothie Juice Stand.",2014-07-25 14:28:59,40.711974,-74.016237,0
29,Liberty Luxe Gym,"200 N End Ave, New York, NY 10282",Be sure to eat something after your workout. You deserve it! We recommend Le Pain Quotidien for some authentic Belgian food.,2014-07-25 14:53:55,40.711974,-74.016237,1
30,Liberty Luxe Gym,"200 N End Ave, New York, NY 10282","Luxury city living with great floor plans, river views that marvel & amenities that make all of New York envious are just a few reasons to make Liberty Luxe your home. Call (212) 945-4200 for info.",2010-07-12 17:07:48,40.711974,-74.016237,1
31,Yoga,"20 River Ter (Murray St), New York, NY 10282",Are you hungry after Yoga? The Essbar Juicing is the perfect remedy. We recommend the dark chocolate banana tofu smoothie.,2014-07-25 14:56:51,40.711974,-74.016237,1
32,Liberty Green Gym,"300 N End Ave (Warren Street), New York, NY 10282",Great facility with modern equipment,2014-10-04 12:51:45,40.711974,-74.016237,1
33,Liberty Green Gym,"300 N End Ave (Warren Street), New York, NY 10282","Great building gym, though TVS could use ESPN.",2014-08-17 14:24:22,40.711974,-74.016237,1
34,Tribeca Green Gym,"N END Ave (Warren), New York, NY 10282",After your workout make sure to load up on some protein at North End Grill.,2014-07-25 14:54:51,40.711974,-74.016237,1
35,Millennium Tower Gym,"30 West St (Second Place), New York, NY 10004","If you're looking to go for a jog in the fresh air, head over to the Esplanade for a great workout.",2014-07-25 14:34:39,40.711974,-74.016237,1
36,Millennium Tower Gym,"30 West St (Second Place), New York, NY 10004",Beware! The heater is on full blast today ,2011-09-27 15:50:29,40.711974,-74.016237,0
37,Millennium Tower Gym,"30 West St (Second Place), New York, NY 10004",Bring a spray bottle. It gets hot in here!,2011-07-23 17:59:10,40.711974,-74.016237,0
38,Battery Park City Esplanade,"Battery Park City (From Chambers St to Battery Park), New York, NY 10280","Stunning sunsets & waterfront views! You have scenic views of the Statue of Liberty & Ellis Island, too.",2020-07-28 03:36:07,40.711974,-74.016237,1
39,Battery Park City Esplanade,"Battery Park City (From Chambers St to Battery Park), New York, NY 10280","See the Hudson River, Statue of Liberty, Ellis & Liberty Islands from a distance.Hear the sounds of this esplanade. Wear comfy sneakers, take a walk or snap some photos. Experience Southern Manhattan!",2019-12-28 11:56:26,40.711974,-74.016237,1
40,Battery Park City Esplanade,"Battery Park City (From Chambers St to Battery Park), New York, NY 10280",Great view! Perfect for a sunny day,2019-06-16 17:27:16,40.711974,-74.016237,1
41,Battery Park City Esplanade,"Battery Park City (From Chambers St to Battery Park), New York, NY 10280",Esta hermosa la vista,2019-05-13 03:37:25,40.711974,-74.016237,0
42,Battery Park City Esplanade,"Battery Park City (From Chambers St to Battery Park), New York, NY 10280",Never get enough of this!,2018-09-16 17:33:45,40.711974,-74.016237,0
43,Pumphouse Park,"Liberty St (Liberty Street), New York, NY 10280",So pretty during any season! Great views of the water and sunset.,2015-11-08 23:56:46,40.711974,-74.016237,1
44,Pumphouse Park,"Liberty St (Liberty Street), New York, NY 10280","no dogs allowed, just shitloads of babies and kids.",2012-07-09 00:42:29,40.711974,-74.016237,-1
45,River Terrace Playground,"River Terrace, New York, NY 10282",Slides for all ages!,2015-12-07 14:56:54,40.711974,-74.016237,0
46,iPark - 211 North END Avenue Parking,"211 N End Ave (Warren St), New York, NY 10282","Best dog run in the neighborhood. Gets cleaned daily, tree lined so nice coverage from the sun and long to allow your runners some space to move.",2022-04-03 18:05:06,40.711974,-74.016237,1
47,iPark - 211 North END Avenue Parking,"211 N End Ave (Warren St), New York, NY 10282",Great shaded run (finished concrete) with water features to help pups cool down on hot days.,2018-06-01 22:47:26,40.711974,-74.016237,1
48,iPark - 211 North END Avenue Parking,"211 N End Ave (Warren St), New York, NY 10282",Great space but some people don't watch their dogs closely enough. Pick up your dogs poop and splash some water on the pee!,2017-09-15 15:32:33,40.711974,-74.016237,1
49,iPark - 211 North END Avenue Parking,"211 N End Ave (Warren St), New York, NY 10282",Really nice dog park and very well maintained! No dirt or mud. My dogs loved it.,2017-05-28 21:37:30,40.711974,-74.016237,1
50,iPark - 211 North END Avenue Parking,"211 N End Ave (Warren St), New York, NY 10282",Awesome spot to take the dogs for some exercise.,2016-01-19 01:39:48,40.711974,-74.016237,1
51,Nelson A. Rockefeller Park,"River Ter (btwn Chambers St & Vesey Pl), New York, NY 10282",Midsummer 🇸🇪 Pontus +,2024-06-22 01:22:22,40.711974,-74.016237,0
52,Nelson A. Rockefeller Park,"River Ter (btwn Chambers St & Vesey Pl), New York, NY 10282",Feasting my eyes on the panoramic vista!,2024-05-30 14:31:35,40.711974,-74.016237,0
53,Nelson A. Rockefeller Park,"River Ter (btwn Chambers St & Vesey Pl), New York, NY 10282",Swedish solstice fest,2023-06-23 21:30:27,40.711974,-74.016237,0
54,Nelson A. Rockefeller Park,"River Ter (btwn Chambers St & Vesey Pl), New York, NY 10282",Gorgeous walk along the river.,2019-08-24 16:04:49,40.711974,-74.016237,1
55,Nelson A. Rockefeller Park,"River Ter (btwn Chambers St & Vesey Pl), New York, NY 10282",Amazing views of the Hudson!,2019-03-24 20:28:44,40.711974,-74.016237,1
56,Teardrop Park,"Warren St (btwn River Terrace & North End Ave), New York, NY 10282",This is a ridiculously charming park. It's fairly small but so many angle and elevation changes gives it lots of nooks and crannies to explore and experience outdoor variety.,2018-09-05 19:59:30,40.711974,-74.016237,1
57,Teardrop Park,"Warren St (btwn River Terrace & North End Ave), New York, NY 10282",Sweet hidden slide here that you should not miss. On your way to the Hudson? Zip down here first.,2017-09-02 17:35:59,40.711974,-74.016237,1
58,Teardrop Park,"Warren St (btwn River Terrace & North End Ave), New York, NY 10282",Sweet hidden slide here that you can't miss.,2017-09-02 17:35:20,40.711974,-74.016237,1
59,Teardrop Park,"Warren St (btwn River Terrace & North End Ave), New York, NY 10282",Love going with the children but at night... 😍😍😍 Romantic!,2017-04-24 21:18:29,40.711974,-74.016237,1
60,Teardrop Park,"Warren St (btwn River Terrace & North End Ave), New York, NY 10282",A hidden and quite area!,2016-09-11 16:53:13,40.711974,-74.016237,0
61,Liberty Community Gardens,"W Thames St, New York, NY 10280",Looking for a snack after a day in the sun? Try out the red velvet cupcake at Connecticut Muffin!,2014-07-25 15:11:47,40.711974,-74.016237,0
62,Liberty Community Gardens,"W Thames St, New York, NY 10280","It beautiful during the day, especially at night its so romantic, I love peaceful settings",2013-07-28 12:04:36,40.711974,-74.016237,1
63,Liberty Community Gardens,"W Thames St, New York, NY 10280","Some say it's quiet, we say it's calm =) great neighborhood, clean & great views close by- like the statue of liberty.",2011-12-18 02:59:23,40.711974,-74.016237,1
64,Battery Park City Playground,"1 River Ter (Murray), New York, NY 10282",At a certain age running on pavement is too much wear and tear. Hence running along the grassy perimeter of the fields here is a great solution.,2014-08-27 01:01:20,40.711974,-74.016237,1
65,Battery Park City Playground,"1 River Ter (Murray), New York, NY 10282",Stays open till late,2014-08-21 00:06:27,40.711974,-74.016237,0
66,Battery Park City Playground,"1 River Ter (Murray), New York, NY 10282",It sure can get hot out here when playing. Treat your kids to some ice cream at Itizy Ice Cream only 0.3 miles away.,2014-07-25 15:09:30,40.711974,-74.016237,1
67,Battery Park City Playground,"1 River Ter (Murray), New York, NY 10282",Love working this AREA SEEING THE KIDS AT PLAY,2013-06-22 15:25:27,40.711974,-74.016237,1
68,Battery Park City Playground,"1 River Ter (Murray), New York, NY 10282","Known as “Battery Park” to the b-ball community, these courts are frequented by 2x NBA MVP Steve Nash.Weekend half-court pick-up games go from morning to late afternoon. Legends: Steve Nash, Jack Ryan",2012-02-17 17:56:07,40.711974,-74.016237,0
69,Battery Park Dog Run,"W Thames St (at West St.), New York, NY 10280",Stinks. But then I don't own a dog and just have to walk by every day.,2015-09-07 18:37:41,40.711974,-74.016237,-1
70,Battery Park Dog Run,"W Thames St (at West St.), New York, NY 10280",My name is Olaf and I like warm hugs,2014-04-23 13:35:48,40.711974,-74.016237,1
71,Battery Park Dog Run,"W Thames St (at West St.), New York, NY 10280",Clean up after you dog,2013-08-08 04:05:17,40.711974,-74.016237,1
72,Battery Park Dog Run,"W Thames St (at West St.), New York, NY 10280","The southern one, down by Rector is the largest (with a seperate smaller one inside), with a great bunch of dogs. The one by World Fin C has an asphalt pool, but it sucks otherwise (smaller too)",2012-07-05 17:42:49,40.711974,-74.016237,-1
73,Battery Park Dog Run,"W Thames St (at West St.), New York, NY 10280",Ruff. Ruff!,2012-06-08 23:09:17,40.711974,-74.016237,0
74,Hudson River Promenade,"Hudson River Greenway, New York, New York, NY 10280",A very nice Park with a nice view!,2016-03-18 12:12:28,40.711974,-74.016237,1
75,Hudson River Promenade,"Hudson River Greenway, New York, New York, NY 10280",Cold👍☕🌟❄❄❄❄❄❄❄🌊,2013-11-10 14:37:06,40.711974,-74.016237,0
76,Hudson River Promenade,"Hudson River Greenway, New York, New York, NY 10280",Great at sunset. And for a run anytime.,2012-06-25 00:48:29,40.711974,-74.016237,1
77,Hudson River Promenade,"Hudson River Greenway, New York, New York, NY 10280",Just Life!,2012-06-21 01:02:17,40.711974,-74.016237,0
78,North Meadow,"Battery Park City, New York, NY 10282",Beware of the white and green puffed cheetos looking things. They're goose poop !,2023-01-17 17:56:00,40.711974,-74.016237,0
79,North Meadow,"Battery Park City, New York, NY 10282","Sunbathing, yoga",2015-09-30 23:04:29,40.711974,-74.016237,0
80,North Meadow,"Battery Park City, New York, NY 10282","Great little green space in the heart of tribeca. Bring your footballs, frisbees, baseball gloves and blanket and enjoy the cool breeze off of the hudson",2015-05-24 11:42:21,40.711974,-74.016237,1
81,Duck Pond WFC,"New York, NY 10282",A peaceful oasis next to the ferry station,2013-08-20 22:05:18,40.711974,-74.016237,1
82,"Robert F. Wagner, Jr Park","20 Battery Pl (btw 1st Pl & Little West St), New York, NY 10004",Visual muito bom ! Perto do Trade Center e pra pegar o ferryboalt pra Estátua da liberdade !,2017-11-13 21:05:31,40.711974,-74.016237,0
83,"Robert F. Wagner, Jr Park","20 Battery Pl (btw 1st Pl & Little West St), New York, NY 10004","Great view, live music and relaxing",2015-08-24 15:58:48,40.711974,-74.016237,1
84,"Robert F. Wagner, Jr Park","20 Battery Pl (btw 1st Pl & Little West St), New York, NY 10004","Definitely attracts tourists, but the breeze and the open air and sunshine are perfect for laying out and taking a break.",2015-08-09 16:09:51,40.711974,-74.016237,1
85,"Robert F. Wagner, Jr Park","20 Battery Pl (btw 1st Pl & Little West St), New York, NY 10004",Swedish Midsummer Festival,2015-06-19 23:32:27,40.711974,-74.016237,1
86,"Robert F. Wagner, Jr Park","20 Battery Pl (btw 1st Pl & Little West St), New York, NY 10004",There's additional seating atop the red brick structures. Uncrowded and a good place to relax with a book or type away on your laptop.,2015-05-14 17:25:37,40.711974,-74.016237,1
87,Rector Park,"333 Rector Pl (at South End Ave), New York, NY 10280",This park area is nestled between some residence buildings and is very quiet and peaceful. There aren't a lot of cars or people that pass through depending on what time of day you come here,2014-08-05 04:24:33,40.711974,-74.016237,1
88,Rector Park,"333 Rector Pl (at South End Ave), New York, NY 10280","So peaceful place. Instead having lunch in front of the computer eat here is pleasant. Close the Wall and Broad streets, enough benches to sit, relaxing view, and no too many tourists around.",2014-05-14 18:12:06,40.711974,-74.016237,1
89,Rector Park,"333 Rector Pl (at South End Ave), New York, NY 10280","The small park’s twin gardens make Rector Park a quiet place to enjoy a book or a lunch with friends, though “active recreation” is discouraged here.",2014-04-21 20:25:59,40.711974,-74.016237,1
90,Rector Park,"333 Rector Pl (at South End Ave), New York, NY 10280",Enjoy a canopy of blooming white treetops in the spring.,2012-04-03 20:46:10,40.711974,-74.016237,1
91,Rector Park,"333 Rector Pl (at South End Ave), New York, NY 10280",Best lunchtime escape from the Financial District on a nice day.,2011-08-30 21:15:15,40.711974,-74.016237,1
92,Sirius Dog Run,"385 S End Ave (Liberty Street), New York, NY 10280",Great friendly dog park cleaner than the other local parks to the area.,2019-09-22 17:02:56,40.711974,-74.016237,1
93,Sirius Dog Run,"385 S End Ave (Liberty Street), New York, NY 10280",We love taking our dogs here in the spring and summer. They met s lot of friends! The run is clean and well maintained.,2016-01-12 14:42:51,40.711974,-74.016237,1
94,Sirius Dog Run,"385 S End Ave (Liberty Street), New York, NY 10280",There's a wonderful pool and the views are incredible,2015-07-31 01:11:15,40.711974,-74.016237,1
95,Sirius Dog Run,"385 S End Ave (Liberty Street), New York, NY 10280","Looking for a dog walker in your neighborhood? Connect to your neighbors with Tenantking.com, your building's private network.",2014-07-25 15:12:58,40.711974,-74.016237,0
96,Sirius Dog Run,"385 S End Ave (Liberty Street), New York, NY 10280",The quiet plaza features a dog run and a small playground for toddlers.,2014-04-21 20:25:11,40.711974,-74.016237,0
97,West Thames Park,"203 West St (btwn Albany & W Thames St), New York, NY 10280",Hidden gem of a kids park. Basketball court. Plenty jungle gym-ing and a sprinkler for water. Make sure the kids wear crocs and bathing suits!,2014-09-02 19:46:19,40.711974,-74.016237,1
98,Great Slide,"Murray St (btwn River Terrace & North End Ave), New York, NY 10282",I mean. The slide is pretty epic. Make the excuse that you need to try it out to ensure it’s “safe” for your kid to take a turn.,2017-10-08 11:50:41,40.711974,-74.016237,1
99,Great Slide,"Murray St (btwn River Terrace & North End Ave), New York, NY 10282",awesome place to chill with friends and a large slide and it so cool and it has lots of speed and also you plunge into sand also it's fun with the water park there :),2015-01-25 17:55:05,40.711974,-74.016237,1
100,Great Slide,"Murray St (btwn River Terrace & North End Ave), New York, NY 10282",Super fun and in the summer there is a water park and you can make the slide make u go down faster and in the snow the slide slips and you can climb to get to the slide which is fun,2015-01-25 03:17:26,40.711974,-74.016237,1
101,Great Slide,"Murray St (btwn River Terrace & North End Ave), New York, NY 10282",This is a perfect stop on the way to the North meadow. The hidden gem in battery park. This will give your kids at least 30 min of fun.,2013-10-26 17:45:47,40.711974,-74.016237,1
102,West Thames Playground,"West Thames Street (West Street), New York, NY 10280",Great place to let the kids blow off some steam after wandering around NY city.,2015-09-17 15:03:12,40.711974,-74.016237,1
103,West Thames Playground,"West Thames Street (West Street), New York, NY 10280",This place is missing swings. Otherwise it's great!,2014-08-27 16:45:47,40.711974,-74.016237,1
104,Piece Of The Berlin Wall,"Liberty St (South End Ave.), New York, NY 10080",In NYC there are five pieces of the Berlin wall on public display. The exact locations of each are listed here:,2018-08-29 23:03:00,40.711974,-74.016237,0
105,Kowsky Plaza Playground,"385 S End Ave, New York, NY 10280",Great tiny playground with an incredible view.  Perfect for toddlers.,2020-02-09 00:24:02,40.711974,-74.016237,1
106,WFC Courtyard,"3 World Financial Ctr, New York, NY 10281",The outside courtyard is great! Get there early if you want a seat for lunch!,2011-09-14 13:16:16,40.711974,-74.016237,1
107,Gateway Plaza Roof Garden,"389 S End Ave (Liberty), New York, NY 10280",Bring food to BBQ.,2013-06-11 00:37:57,40.711974,-74.016237,0
108,Gateway Plaza Roof Garden,"389 S End Ave (Liberty), New York, NY 10280",Well only place doesnt  stink dog urine!,2012-07-20 18:22:25,40.711974,-74.016237,1
109,New York Water Taxi - World Financial Center,"199 Vessey Street, New York, NY 10281",New York Water Taxi is proud to offer a rush-hour commuter service between Pier 84 and World Financial Center.,2014-06-25 20:09:04,40.711974,-74.016237,1
110,Irish Hunger Memorial,"290 Vesey St, New York, NY 10282",Check out the garden upstairs.,2022-10-10 14:47:20,40.711974,-74.016237,0
111,Irish Hunger Memorial,"290 Vesey St, New York, NY 10282","Beautiful memorial dedicated to the Great Irish Hunger. Design is breathtaking, with flowers, stones and soil imported from Ireland.",2021-06-27 18:12:16,40.711974,-74.016237,1
112,Irish Hunger Memorial,"290 Vesey St, New York, NY 10282",Nicely done and unique memorial with nice views from the top.  A welcome respite in this part of town.,2020-02-09 00:30:47,40.711974,-74.016237,1
113,Irish Hunger Memorial,"290 Vesey St, New York, NY 10282",Absolutely stunning. Like being transported to another place.,2018-06-04 11:19:16,40.711974,-74.016237,1
114,Irish Hunger Memorial,"290 Vesey St, New York, NY 10282",Easy to walk past. Visit when it’s open.,2018-03-23 09:07:49,40.711974,-74.016237,1
115,No Active Recreation Bench,"Murray Street (North End Avenue), New York, NY 10007",Don't make the mistake I once did. I attempted to skip and was taken down my Battery Park Po. Remember kids: no active recreation.,2013-03-01 23:33:27,40.711974,-74.016237,-1
116,No Active Recreation Bench,"Murray Street (North End Avenue), New York, NY 10007",You can only smoke cigarettes while lounging. No active recreation.,2012-02-04 05:42:23,40.711974,-74.016237,1
117,"North Meadow, Battery Park City Parks","New York, NY 10007",Beautiful views and Pool Tables!,2013-06-17 23:50:35,40.711974,-74.016237,1
118,"North Meadow, Battery Park City Parks","New York, NY 10007",Much larger open area than most parks; on the water so the breeze is good on hot days.,2011-07-17 23:49:04,40.711974,-74.016237,1
119,American Merchant Marines Memorial,"Battery Park, Manhattan, Nueva York, New York, NY 10004",Great background for photos,2013-10-26 03:41:34,40.711974,-74.016237,1
120,American Merchant Marines Memorial,"Battery Park, Manhattan, Nueva York, New York, NY 10004","The most moving, most often overlooked (in a rush to line up for the Staten Island Ferry or ""ground zero"") memorial in NYC -- best viewed, due to its brilliantly placed installation, near high tide.",2013-05-01 16:43:19,40.711974,-74.016237,1
121,American Merchant Marines Memorial,"Battery Park, Manhattan, Nueva York, New York, NY 10004",Invites you to take a moment of contemplation about people who've made the ultimate sacrifice while tending to commerce at sea.,2012-04-06 10:36:14,40.711974,-74.016237,0
122,River Terrace & Warren Street,"212 Warren St, New York, NY 10282","If you live in the Battery Park City area, you should check out Tenantking.com! We're the private network for your building. tenantking.com",2014-07-25 15:06:57,40.711974,-74.016237,0
123,River Terrace & Warren Street,"212 Warren St, New York, NY 10282",Battery ParkStuy HS,2011-09-15 01:10:20,40.711974,-74.016237,0
124,PS 89 Playground,"New York, NY 10007","Basketball court for big and small, space to run, and playground. It's all good here.",2012-04-14 20:05:26,40.711974,-74.016237,1
125,Tribeca Bridge,"Chambers St (at West St), New York, NY 10013",Pretty empty usually,2012-04-14 20:32:28,40.711974,-74.016237,1
126,Tribeca Bridge,"Chambers St (at West St), New York, NY 10013",Great view of WTC,2011-08-22 19:10:17,40.711974,-74.016237,1
127,The Real World,"Rockefeller Park, New York, NY 10282",Sculpture garden by Tom Otterness.,2014-06-22 22:21:27,40.711974,-74.016237,0
128,Sant Ambroeus Brookfield,"200 Vesey St (West St), New York, NY 10281","Start with Tuna Tartare, then Tonnarelli Cacio e Pepe. Service is good.",2021-09-20 00:47:47,40.711974,-74.016237,1
129,Dig,"225 Liberty St (at Hudson Eats), New York, NY 10281",Standard lunch comes out to $12. Use Chase Pay or LevelUp to rack up rewards. Food tastes clean.,2019-06-28 16:49:36,40.711974,-74.016237,1
130,Dig,"225 Liberty St (at Hudson Eats), New York, NY 10281","Roasted wild Alaskan salmon, classic brown rice, Mac & cheese AND roasted sweet potatoes made me full and delighted",2019-04-08 17:02:22,40.711974,-74.016237,1
131,Dig,"225 Liberty St (at Hudson Eats), New York, NY 10281","Bad service, salty food not consistent",2018-09-11 21:39:16,40.711974,-74.016237,-1
132,Dig,"225 Liberty St (at Hudson Eats), New York, NY 10281","The line at lunch moves more quickly than some others in Hudson Eats, but it's still so much faster to order ahead on their Levelup app. Fave sides are the mac n cheese & the cashew kale caesar salad.",2018-06-19 17:29:29,40.711974,-74.016237,1
133,Dig,"225 Liberty St (at Hudson Eats), New York, NY 10281",quick healthy food,2018-06-14 00:57:42,40.711974,-74.016237,1
134,Shake Shack,"215 Murray St (btwn West St & North End Ave), New York, NY 10282","Staff is so kind and the place is much calmer than the Fulton one. Fries are still a miss for me, everything else is great.",2020-02-29 13:09:00,40.711974,-74.016237,1
135,Shake Shack,"215 Murray St (btwn West St & North End Ave), New York, NY 10282",Great for kids but they are sometimes out of wine?!??  Packed around movie times.,2020-02-09 00:18:29,40.711974,-74.016237,1
136,Shake Shack,"215 Murray St (btwn West St & North End Ave), New York, NY 10282",Las hamburguesas son ricas y las papas también,2019-10-05 23:20:08,40.711974,-74.016237,0
137,Shake Shack,"215 Murray St (btwn West St & North End Ave), New York, NY 10282",Amazing place don’t quite on the line it’s worth it,2019-08-20 00:56:04,40.711974,-74.016237,1
138,Shake Shack,"215 Murray St (btwn West St & North End Ave), New York, NY 10282","Simple guilty pleasure. I’d never eat here every day, but once in a while it saves time and compared to other burger joints, shake shack is actually ok.",2019-03-13 05:34:47,40.711974,-74.016237,1
139,Liberty Bistro,"225 Liberty St, New York, NY 10281","Great location, summer outside tables",2022-04-11 11:49:55,40.711974,-74.016237,1
140,Parm,"250 Vesey St (West St), New York, NY 10080","The food here is pretty bad. Salty, generic. It’s like the McDonalds of Italian food. The music is OK though.",2020-02-04 22:51:59,40.711974,-74.016237,1
141,Parm,"250 Vesey St (West St), New York, NY 10080",Good location to the New York Harbor and a nice casual atmosphere! The meatballs were amazing!,2019-12-02 18:35:03,40.711974,-74.016237,1
142,Parm,"250 Vesey St (West St), New York, NY 10080",Great Restaurant overall!! Arugula Salad is awesome!!,2019-07-26 16:48:23,40.711974,-74.016237,1
143,Parm,"250 Vesey St (West St), New York, NY 10080",Had a very bad experience here. Meatballs served raw (cold) in middle and every aspect of the service was rude and very slow,2019-03-19 15:17:55,40.711974,-74.016237,-1
144,Parm,"250 Vesey St (West St), New York, NY 10080",Good casual food - try the Ozersky,2019-03-16 21:31:55,40.711974,-74.016237,1
145,El Vez,"259 Vesey St (North End Avenue), New York, NY 10282",Shrimp cocktail and red bell pepper margaritas are a must!!!,2024-01-23 06:39:10,40.711974,-74.016237,0
146,El Vez,"259 Vesey St (North End Avenue), New York, NY 10282","Mole, nachos, blood orange margarita",2023-04-14 00:54:16,40.711974,-74.016237,0
147,El Vez,"259 Vesey St (North End Avenue), New York, NY 10282",Reliable Mexican fare and a fun vibrant environment. Prickly pear margarita ftw. Enjoy!,2022-04-13 02:57:05,40.711974,-74.016237,1
148,El Vez,"259 Vesey St (North End Avenue), New York, NY 10282",I go here quite often and have tried a lot of the menu. The chicken tacos or mission burrito is the best. The plantains are also a must have.,2021-10-02 18:13:35,40.711974,-74.016237,1
149,El Vez,"259 Vesey St (North End Avenue), New York, NY 10282","The place was empty (sad) but even so, the service could have been better. The waiter would disappear for a long time. Nachos just ok. Drinks were good.",2021-05-29 16:46:56,40.711974,-74.016237,1
150,NAYA - Brookfield Place,"225 Liberty St, New York, NY 10281","White Rice and beef shawarma with pickles, hummus, yogurt and cucumber.",2023-05-11 02:08:05,40.711974,-74.016237,0
151,Blue Ribbon Sushi Bar at Hudson Eats,"225 Liberty St, New York, NY 10281",Fresh and fast!,2019-07-16 00:17:11,40.711974,-74.016237,1
152,Blue Ribbon Sushi Bar at Hudson Eats,"225 Liberty St, New York, NY 10281",Excellent sushi deluxe,2019-06-10 19:36:59,40.711974,-74.016237,1
